Text
"Scenario: Current Policies, Region: USA, Variable: Agricultural Demand, Model: GCAM-PR 5.3"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Emissions CO2, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Emissions CO2, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Emissions CO2, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Emissions CO2, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy AFOFI, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Electricity, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Electricity, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Gases, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Gases, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Gases, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Gases, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Gases, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Gases, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Hydrogen, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Hydrogen, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
